time_sec,slot_start,packets_tx,packets_rx,packet_loss,loss_flag,slot_id
1.18765,0,0,0,0.0,0,2375
1.18815,0,0,0,0.0,0,2376
1.18865,0,0,0,0.0,0,2377
1.18965,0,0,0,0.0,0,2379
1.19065,0,0,0,0.0,0,2381
1.19115,0,0,0,0.0,0,2382
1.19215,16,16,0,0.0,0,2384
1.19265,16,16,0,0.0,0,2385
1.19315,20,20,0,0.0,0,2386
1.19365,0,0,0,0.0,0,2387
1.19465,0,0,0,0.0,0,2389
1.19515,0,0,0,0.0,0,2390
1.19565,0,0,0,0.0,0,2391
1.19615,0,0,0,0.0,0,2392
1.19715,0,0,0,0.0,0,2394
1.19765,0,0,0,0.0,0,2395
1.19815,0,0,0,0.0,0,2396
1.19865,0,0,0,0.0,0,2397
1.19973,0,0,0,0.0,0,2399
1.20023,0,0,0,0.0,0,2400
1.20065,0,0,0,0.0,0,2401
1.20115,0,0,0,0.0,0,2402
1.20215,0,0,0,0.0,0,2404
1.20265,0,0,0,0.0,0,2405
1.20315,0,0,0,0.0,0,2406
1.20365,0,0,0,0.0,0,2407
1.20465,0,0,0,0.0,0,2409
1.20515,0,0,0,0.0,0,2410
1.20565,0,0,0,0.0,0,2411
1.20615,0,0,0,0.0,0,2412
1.20715,0,0,0,0.0,0,2414
1.20765,0,0,0,0.0,0,2415
1.20815,0,0,0,0.0,0,2416
1.20865,0,0,0,0.0,0,2417
1.20965,0,0,0,0.0,0,2419
1.21065,0,0,0,0.0,0,2421
1.21115,0,0,0,0.0,0,2422
1.21215,16,16,0,0.0,0,2424
1.21265,16,16,0,0.0,0,2425
1.21315,20,20,0,0.0,0,2426
1.21365,0,0,0,0.0,0,2427
1.21465,0,0,0,0.0,0,2429
1.21515,0,0,0,0.0,0,2430
1.21565,0,0,0,0.0,0,2431
1.21615,0,0,0,0.0,0,2432
1.21715,0,0,0,0.0,0,2434
1.21765,0,0,0,0.0,0,2435
1.21815,0,0,0,0.0,0,2436
1.21865,0,0,0,0.0,0,2437
1.21973,0,0,0,0.0,0,2439
1.22023,0,0,0,0.0,0,2440
1.22065,0,0,0,0.0,0,2441
1.22115,0,0,0,0.0,0,2442
1.22215,0,0,0,0.0,0,2444
1.22265,0,0,0,0.0,0,2445
1.22315,0,0,0,0.0,0,2446
1.22365,0,0,0,0.0,0,2447
1.22465,0,0,0,0.0,0,2449
1.22515,0,0,0,0.0,0,2450
1.22565,0,0,0,0.0,0,2451
1.22615,0,0,0,0.0,0,2452
1.22715,0,0,0,0.0,0,2454
1.22765,0,0,0,0.0,0,2455
1.22815,0,0,0,0.0,0,2456
1.22865,0,0,0,0.0,0,2457
1.22965,0,0,0,0.0,0,2459
1.23065,0,0,0,0.0,0,2461
1.23115,0,0,0,0.0,0,2462
1.23215,16,16,0,0.0,0,2464
1.23265,16,16,0,0.0,0,2465
1.23315,20,20,0,0.0,0,2466
1.23365,0,0,0,0.0,0,2467
1.23465,0,0,0,0.0,0,2469
1.23515,0,0,0,0.0,0,2470
1.23565,0,0,0,0.0,0,2471
1.23615,0,0,0,0.0,0,2472
1.23715,0,0,0,0.0,0,2474
1.23765,0,0,0,0.0,0,2475
1.23815,0,0,0,0.0,0,2476
1.23865,0,0,0,0.0,0,2477
1.23973,0,0,0,0.0,0,2479
1.24023,0,0,0,0.0,0,2480
1.24065,0,0,0,0.0,0,2481
1.24115,0,0,0,0.0,0,2482
1.24215,0,0,0,0.0,0,2484
1.24265,0,0,0,0.0,0,2485
1.24315,0,0,0,0.0,0,2486
1.24365,0,0,0,0.0,0,2487
1.24465,0,0,0,0.0,0,2489
1.24515,0,0,0,0.0,0,2490
1.24565,0,0,0,0.0,0,2491
1.24615,0,0,0,0.0,0,2492
1.24715,0,0,0,0.0,0,2494
1.24765,0,0,0,0.0,0,2495
1.24815,0,0,0,0.0,0,2496
1.24865,0,0,0,0.0,0,2497
1.24965,0,0,0,0.0,0,2499
1.25065,0,0,0,0.0,0,2501
1.25115,0,0,0,0.0,0,2502
1.25215,16,16,0,0.0,0,2504
1.25265,16,16,0,0.0,0,2505
1.25315,20,20,0,0.0,0,2506
1.25365,0,0,0,0.0,0,2507
1.25465,0,0,0,0.0,0,2509
1.25515,0,0,0,0.0,0,2510
1.25565,0,0,0,0.0,0,2511
1.25615,0,0,0,0.0,0,2512
1.25715,0,0,0,0.0,0,2514
1.25765,0,0,0,0.0,0,2515
1.25815,0,0,0,0.0,0,2516
1.25865,0,0,0,0.0,0,2517
1.25973,0,0,0,0.0,0,2519
1.26023,0,0,0,0.0,0,2520
1.26065,0,0,0,0.0,0,2521
1.26115,0,0,0,0.0,0,2522
1.26215,0,0,0,0.0,0,2524
1.26265,0,0,0,0.0,0,2525
1.26315,0,0,0,0.0,0,2526
1.26365,0,0,0,0.0,0,2527
1.26465,0,0,0,0.0,0,2529
1.26515,0,0,0,0.0,0,2530
1.26565,0,0,0,0.0,0,2531
1.26615,0,0,0,0.0,0,2532
1.26715,0,0,0,0.0,0,2534
1.26765,0,0,0,0.0,0,2535
1.26815,0,0,0,0.0,0,2536
1.26865,0,0,0,0.0,0,2537
1.26965,0,0,0,0.0,0,2539
1.27065,0,0,0,0.0,0,2541
1.27115,0,0,0,0.0,0,2542
1.27215,16,16,0,0.0,0,2544
1.27265,16,16,0,0.0,0,2545
1.27315,20,20,0,0.0,0,2546
1.27365,0,0,0,0.0,0,2547
1.27465,0,0,0,0.0,0,2549
1.27515,0,0,0,0.0,0,2550
1.27565,0,0,0,0.0,0,2551
1.27615,0,0,0,0.0,0,2552
1.27715,0,0,0,0.0,0,2554
1.27765,0,0,0,0.0,0,2555
1.27815,0,0,0,0.0,0,2556
1.27865,0,0,0,0.0,0,2557
1.27973,0,0,0,0.0,0,2559
1.28023,0,0,0,0.0,0,2560
1.28065,0,0,0,0.0,0,2561
1.28115,0,0,0,0.0,0,2562
1.28215,0,0,0,0.0,0,2564
1.28265,0,0,0,0.0,0,2565
1.28315,0,0,0,0.0,0,2566
1.28365,0,0,0,0.0,0,2567
1.28465,0,0,0,0.0,0,2569
1.28515,0,0,0,0.0,0,2570
1.28565,0,0,0,0.0,0,2571
1.28615,0,0,0,0.0,0,2572
1.28715,0,0,0,0.0,0,2574
1.28765,0,0,0,0.0,0,2575
1.28815,0,0,0,0.0,0,2576
1.28865,0,0,0,0.0,0,2577
1.28965,0,0,0,0.0,0,2579
1.29065,160,160,0,0.0,0,2581
1.29115,112,112,0,0.0,0,2582
1.29215,16,16,0,0.0,0,2584
1.29265,16,16,0,0.0,0,2585
1.29315,20,20,0,0.0,0,2586
1.29365,112,112,0,0.0,0,2587
1.29465,160,160,0,0.0,0,2589
1.29515,160,160,0,0.0,0,2590
1.29565,160,160,0,0.0,0,2591
1.29615,112,112,0,0.0,0,2592
1.29715,160,160,0,0.0,0,2594
1.29765,160,160,0,0.0,0,2595
1.29815,160,160,0,0.0,0,2596
1.29865,112,112,0,0.0,0,2597
1.29973,160,160,0,0.0,0,2599
1.30023,160,160,0,0.0,0,2600
1.30065,316,316,0,0.0,0,2601
1.30115,220,220,0,0.0,0,2602
1.30215,0,0,0,0.0,0,2604
1.30265,0,0,0,0.0,0,2605
1.30315,220,220,0,0.0,0,2606
1.30365,316,316,0,0.0,0,2607
1.30465,316,316,0,0.0,0,2609
1.30515,316,316,0,0.0,0,2610
1.30565,220,220,0,0.0,0,2611
1.30615,316,316,0,0.0,0,2612
1.30715,316,316,0,0.0,0,2614
1.30765,316,316,0,0.0,0,2615
1.30815,220,220,0,0.0,0,2616
1.30865,316,316,0,0.0,0,2617
1.30965,342,342,0,0.0,0,2619
1.31065,342,342,0,0.0,0,2621
1.31115,238,238,0,0.0,0,2622
1.31215,16,16,0,0.0,0,2624
1.31265,16,16,0,0.0,0,2625
1.31315,20,20,0,0.0,0,2626
1.31365,238,238,0,0.0,0,2627
1.31465,342,342,0,0.0,0,2629
1.31515,342,342,0,0.0,0,2630
1.31565,342,342,0,0.0,0,2631
1.31615,238,238,0,0.0,0,2632
1.31715,342,342,0,0.0,0,2634
1.31765,342,342,0,0.0,0,2635
1.31815,342,342,0,0.0,0,2636
1.31865,238,238,0,0.0,0,2637
1.31973,342,342,0,0.0,0,2639
1.32023,342,341,0,0.0,0,2640
1.32065,342,342,0,0.0,0,2641
1.32115,238,238,0,0.0,0,2642
1.32215,0,0,0,0.0,0,2644
1.32265,0,0,0,0.0,0,2645
1.32315,238,238,0,0.0,0,2646
1.32365,342,342,0,0.0,0,2647
1.32465,342,342,0,0.0,0,2649
1.32515,342,342,0,0.0,0,2650
1.32565,238,238,0,0.0,0,2651
1.32615,342,342,0,0.0,0,2652
1.32715,342,342,0,0.0,0,2654
1.32765,342,342,0,0.0,0,2655
1.32815,238,238,0,0.0,0,2656
1.32865,342,342,0,0.0,0,2657
1.32965,342,342,0,0.0,0,2659
1.33065,342,342,0,0.0,0,2661
1.33115,238,238,0,0.0,0,2662
1.33215,16,16,0,0.0,0,2664
1.33265,16,16,0,0.0,0,2665
1.33315,20,20,0,0.0,0,2666
1.33365,238,238,0,0.0,0,2667
1.33465,342,342,0,0.0,0,2669
1.33515,342,338,0,0.0,0,2670
1.33565,342,342,0,0.0,0,2671
1.33615,238,238,0,0.0,0,2672
1.33715,342,342,0,0.0,0,2674
1.33765,342,342,0,0.0,0,2675
1.33815,342,342,0,0.0,0,2676
1.33865,238,238,0,0.0,0,2677
1.33973,342,342,0,0.0,0,2679
1.34023,342,342,0,0.0,0,2680
1.34065,316,316,0,0.0,0,2681
1.34115,220,220,0,0.0,0,2682
1.34215,0,0,0,0.0,0,2684
1.34265,0,0,0,0.0,0,2685
1.34315,220,220,0,0.0,0,2686
1.34365,316,316,0,0.0,0,2687
1.34465,316,316,0,0.0,0,2689
1.34515,316,316,0,0.0,0,2690
1.34565,220,220,0,0.0,0,2691
1.34615,316,316,0,0.0,0,2692
1.34715,316,316,0,0.0,0,2694
1.34765,316,316,0,0.0,0,2695
1.34815,220,220,0,0.0,0,2696
1.34865,316,316,0,0.0,0,2697
1.34965,316,316,0,0.0,0,2699
1.35065,316,316,0,0.0,0,2701
1.35115,220,220,0,0.0,0,2702
1.35215,16,16,0,0.0,0,2704
1.35265,16,16,0,0.0,0,2705
1.35315,20,20,0,0.0,0,2706
1.35365,220,220,0,0.0,0,2707
1.35465,316,316,0,0.0,0,2709
1.35515,316,316,0,0.0,0,2710
1.35565,316,316,0,0.0,0,2711
1.35615,220,220,0,0.0,0,2712
1.35715,316,316,0,0.0,0,2714
1.35765,316,316,0,0.0,0,2715
1.35815,316,316,0,0.0,0,2716
1.35865,220,220,0,0.0,0,2717
1.35973,316,316,0,0.0,0,2719
1.36023,316,316,0,0.0,0,2720
1.36065,316,316,0,0.0,0,2721
1.36115,220,220,0,0.0,0,2722
1.36215,0,0,0,0.0,0,2724
1.36265,0,0,0,0.0,0,2725
1.36315,220,220,0,0.0,0,2726
1.36365,316,316,0,0.0,0,2727
1.36465,316,316,0,0.0,0,2729
1.36515,316,316,0,0.0,0,2730
1.36565,220,220,0,0.0,0,2731
1.36615,316,316,0,0.0,0,2732
1.36715,316,316,0,0.0,0,2734
1.36765,316,316,0,0.0,0,2735
1.36815,220,220,0,0.0,0,2736
1.36865,316,316,0,0.0,0,2737
1.36965,316,316,0,0.0,0,2739
1.37065,316,316,0,0.0,0,2741
1.37115,220,220,0,0.0,0,2742
1.37215,16,16,0,0.0,0,2744
1.37265,16,16,0,0.0,0,2745
1.37315,20,20,0,0.0,0,2746
1.37365,220,220,0,0.0,0,2747
1.37465,316,316,0,0.0,0,2749
1.37515,316,316,0,0.0,0,2750
1.37565,316,316,0,0.0,0,2751
1.37615,220,220,0,0.0,0,2752
1.37715,316,316,0,0.0,0,2754
1.37765,316,316,0,0.0,0,2755
1.37815,316,316,0,0.0,0,2756
1.37865,220,220,0,0.0,0,2757
1.37973,316,316,0,0.0,0,2759
1.38023,316,316,0,0.0,0,2760
1.38065,316,316,0,0.0,0,2761
1.38115,220,220,0,0.0,0,2762
1.38215,0,0,0,0.0,0,2764
1.38265,0,0,0,0.0,0,2765
1.38315,202,202,0,0.0,0,2766
1.38365,342,342,0,0.0,0,2767
1.38465,342,342,0,0.0,0,2769
1.38515,342,342,0,0.0,0,2770
1.38565,238,238,0,0.0,0,2771
1.38615,316,316,0,0.0,0,2772
1.38715,342,342,0,0.0,0,2774
1.38765,342,342,0,0.0,0,2775
1.38815,220,220,0,0.0,0,2776
1.38865,316,316,0,0.0,0,2777
1.38965,316,316,0,0.0,0,2779
1.39065,316,316,0,0.0,0,2781
1.39115,220,220,0,0.0,0,2782
1.39215,16,16,0,0.0,0,2784
1.39265,16,16,0,0.0,0,2785
1.39315,20,20,0,0.0,0,2786
1.39365,220,220,0,0.0,0,2787
1.39465,290,290,0,0.0,0,2789
1.39515,342,342,0,0.0,0,2790
1.39565,342,342,0,0.0,0,2791
1.39615,220,220,0,0.0,0,2792
1.39715,342,342,0,0.0,0,2794
1.39765,316,316,0,0.0,0,2795
1.39815,316,316,0,0.0,0,2796
1.39865,220,220,0,0.0,0,2797
1.39973,342,342,0,0.0,0,2799
1.40023,316,316,0,0.0,0,2800
1.40065,316,316,0,0.0,0,2801
1.40115,220,220,0,0.0,0,2802
1.40215,0,0,0,0.0,0,2804
1.40265,0,0,0,0.0,0,2805
1.40315,220,199,0,0.0,0,2806
1.40365,290,275,0,0.0,0,2807
1.40465,316,280,0,0.0,0,2809
1.40515,316,275,0,0.0,0,2810
1.40565,220,220,0,0.0,0,2811
1.40615,316,273,0,0.0,0,2812
1.40715,316,272,0,0.0,0,2814
1.40765,316,281,0,0.0,0,2815
1.40815,220,220,0,0.0,0,2816
1.40865,342,328,0,0.0,0,2817
1.40965,342,331,0,0.0,0,2819
1.41065,316,294,0,0.0,0,2821
1.41115,220,209,0,0.0,0,2822
1.41215,16,16,0,0.0,0,2824
1.41265,16,16,0,0.0,0,2825
1.41315,20,20,0,0.0,0,2826
1.41365,220,206,0,0.0,0,2827
1.41465,316,289,0,0.0,0,2829
1.41515,316,285,0,0.0,0,2830
1.41565,316,293,0,0.0,0,2831
1.41615,238,217,0,0.0,0,2832
1.41715,316,283,0,0.0,0,2834
1.41765,342,322,0,0.0,0,2835
1.41815,316,281,0,0.0,0,2836
1.41865,184,178,0,0.0,0,2837
1.41973,290,274,0,0.0,0,2839
1.42023,342,308,0,0.0,0,2840
1.42065,290,276,0,0.0,0,2841
1.42115,238,219,0,0.0,0,2842
1.42215,0,0,0,0.0,0,2844
1.42265,0,0,0,0.0,0,2845
1.42315,112,112,0,0.0,0,2846
1.42365,134,134,0,0.0,0,2847
1.42465,160,160,0,0.0,0,2849
1.42515,238,236,0,0.0,0,2850
1.42565,112,112,0,0.0,0,2851
1.42615,342,342,0,0.0,0,2852
1.42715,290,286,0,0.0,0,2854
1.42765,342,342,0,0.0,0,2855
1.42815,238,235,0,0.0,0,2856
1.42865,160,156,0,0.0,0,2857
1.42965,342,332,0,0.0,0,2859
1.43065,290,284,0,0.0,0,2861
1.43115,238,238,0,0.0,0,2862
1.43215,16,16,0,0.0,0,2864
1.43265,16,16,0,0.0,0,2865
1.43315,20,20,0,0.0,0,2866
1.43365,112,112,0,0.0,0,2867
1.43465,160,160,0,0.0,0,2869
1.43515,316,316,0,0.0,0,2870
1.43565,342,342,0,0.0,0,2871
1.43615,238,238,0,0.0,0,2872
1.43715,290,290,0,0.0,0,2874
1.43765,160,160,0,0.0,0,2875
1.43815,160,160,0,0.0,0,2876
1.43865,112,112,0,0.0,0,2877
1.43973,160,160,0,0.0,0,2879
1.44023,160,160,0,0.0,0,2880
1.44065,160,160,0,0.0,0,2881
1.44115,112,112,0,0.0,0,2882
1.44215,0,0,0,0.0,0,2884
1.44265,0,0,0,0.0,0,2885
1.44315,112,112,0,0.0,0,2886
1.44365,160,160,0,0.0,0,2887
1.44465,160,160,0,0.0,0,2889
1.44515,160,160,0,0.0,0,2890
1.44565,112,112,0,0.0,0,2891
1.44615,160,160,0,0.0,0,2892
1.44715,160,160,0,0.0,0,2894
1.44765,160,160,0,0.0,0,2895
